source_record_id,order_date,customer_id,product_id,product_name,category,region,channel,quantity,unit_price,total_amount
generated-order-00244,2025-03-30,cust-rand-180,prod-504,Webcam,accessories,south,online,7,297.65,2083.55
generated-order-00245,2025-12-20,cust-rand-173,prod-202,Desk Lamp,home,northeast,partner,6,112.77,676.62
generated-order-00246,2025-09-06,cust-rand-265,prod-302,Adjustable Dumbbells,fitness,north,physical_store,1,942.36,942.36
generated-order-00247,2025-11-12,cust-rand-211,prod-201,Coffee Maker,home,midwest,phone_sales,4,151.47,
generated-order-00248,2026-02-25,cust-rand-039,prod-501,Backpack,accessories,south,marketplace,2,223.73,447.46
generated-order-00249,2026-04-23,cust-rand-198,prod-201,Coffee Maker,home,midwest,marketplace,2,248.39,496.78
generated-order-00250,2026-03-15,cust-rand-062,prod-202,Desk Lamp,home,northeast,phone_sales,2,59.81,119.62
generated-order-00251,2026-01-25,cust-rand-011,prod-302,Adjustable Dumbbells,fitness,south,online,4,780.74,3122.96
generated-order-00252,2025-12-13,cust-rand-150,prod-301,Yoga Mat,fitness,south,partner,3,69.69,209.07
generated-order-00253,2025-07-21,cust-rand-246,prod-201,Coffee Maker,home,midwest,marketplace,7,352.91,2470.37
generated-order-00254,2025-06-14,cust-rand-176,prod-502,Travel Mug,accessories,north,phone_sales,5,45.01,
generated-order-00255,2025-08-07,cust-rand-099,prod-202,Desk Lamp,home,northeast,marketplace,2,77.35,154.70
generated-order-00256,2025-05-09,cust-rand-334,prod-403,Bookshelf,furniture,south,online,6,642.74,3856.44
generated-order-00257,2026-04-12,cust-rand-065,prod-403,Bookshelf,furniture,south,partner,4,411.85,1647.40
generated-order-00258,2025-03-29,cust-rand-297,prod-104,Mechanical Keyboard,electronics,northeast,phone_sales,7,210.46,
generated-order-00259,2025-08-24,cust-rand-188,prod-302,Adjustable Dumbbells,fitness,midwest,online,1,921.05,921.05
generated-order-00260,2025-03-09,cust-rand-066,prod-503,Noise Cancelling Headphones,accessories,north,partner,5,889.32,4446.60
generated-order-00261,2026-01-28,cust-rand-230,prod-105,Smart Speaker,electronics,north,marketplace,6,315.86,1895.16
generated-order-00262,2025-03-05,cust-rand-334,prod-103,Portable Projector,electronics,southeast,online,1,386.41,386.41
generated-order-00263,2025-05-18,cust-rand-021,prod-403,Bookshelf,furniture,northeast,phone_sales,7,304.23,
generated-order-00264,2025-06-12,cust-rand-206,prod-101,Wireless Mouse,electronics,midwest,phone_sales,6,113.42,680.52
generated-order-00265,2026-01-09,cust-rand-094,prod-504,Webcam,accessories,north,physical_store,1,253.72,253.72
generated-order-00266,2025-10-22,cust-rand-046,prod-504,Webcam,accessories,south,marketplace,5,260.73,
generated-order-00267,2025-08-12,cust-rand-236,prod-401,Office Chair,furniture,southeast,marketplace,5,1326.54,6632.70
generated-order-00268,2025-09-26,cust-rand-321,prod-401,Office Chair,furniture,south,phone_sales,7,1177.29,8241.03
generated-order-00269,2025-06-01,cust-rand-310,prod-204,Blender,home,north,online,1,196.75,196.75
generated-order-00270,2025-04-30,cust-rand-198,prod-401,Office Chair,furniture,north,partner,1,640.35,640.35
generated-order-00271,2025-06-01,cust-rand-192,prod-201,Coffee Maker,home,southeast,physical_store,5,141.92,709.60
generated-order-00272,2025-03-02,cust-rand-254,prod-104,Mechanical Keyboard,electronics,southeast,physical_store,3,216.74,650.22
generated-order-00273,2025-01-28,cust-rand-006,prod-204,Blender,home,midwest,physical_store,8,179.40,1435.20
generated-order-00274,2025-04-13,cust-rand-033,prod-105,Smart Speaker,electronics,north,physical_store,4,398.75,1595.00
generated-order-00275,2025-07-06,cust-rand-002,prod-403,Bookshelf,furniture,midwest,marketplace,7,534.14,3738.98
generated-order-00276,2025-12-04,cust-rand-147,prod-102,Notebook 14,electronics,midwest,partner,6,3802.53,22815.18
generated-order-00277,2025-05-14,cust-rand-074,prod-205,Vacuum Cleaner,home,southeast,marketplace,2,584.92,1169.84
generated-order-00278,2025-04-13,cust-rand-220,prod-301,Yoga Mat,fitness,north,physical_store,8,74.69,597.52
generated-order-00279,2026-02-24,cust-rand-231,prod-502,Travel Mug,accessories,southeast,phone_sales,2,43.49,86.98
generated-order-00280,2026-03-17,cust-rand-270,prod-201,Coffee Maker,home,south,phone_sales,1,312.06,312.06
generated-order-00281,2026-02-06,cust-rand-176,prod-105,Smart Speaker,electronics,north,physical_store,5,279.23,1396.15
generated-order-00282,2025-10-13,cust-rand-269,prod-503,Noise Cancelling Headphones,accessories,midwest,marketplace,2,1334.11,2668.22
generated-order-00283,2025-06-01,cust-rand-345,prod-302,Adjustable Dumbbells,fitness,south,phone_sales,7,316.72,2217.04
generated-order-00284,2025-09-08,cust-rand-153,prod-403,Bookshelf,furniture,north,marketplace,8,609.86,4878.88
generated-order-00285,2026-01-21,cust-rand-197,prod-501,Backpack,accessories,south,phone_sales,4,160.05,
generated-order-00286,2025-07-19,cust-rand-271,prod-502,Travel Mug,accessories,midwest,online,4,43.09,
generated-order-00287,2025-10-12,cust-rand-106,prod-205,Vacuum Cleaner,home,northeast,online,4,645.35,2581.40
generated-order-00288,2026-04-18,cust-rand-265,prod-205,Vacuum Cleaner,home,south,marketplace,7,822.28,5755.96
generated-order-00289,2026-03-12,cust-rand-316,prod-104,Mechanical Keyboard,electronics,southeast,partner,7,416.30,2914.10
generated-order-00290,2025-03-10,cust-rand-338,prod-205,Vacuum Cleaner,home,south,partner,7,500.80,3505.60
generated-order-00291,2025-01-25,cust-rand-328,prod-101,Wireless Mouse,electronics,southeast,partner,6,157.91,947.46
generated-order-00292,2025-03-23,cust-rand-271,prod-103,Portable Projector,electronics,southeast,physical_store,6,349.35,2096.10
generated-order-00293,2025-03-03,cust-rand-195,prod-504,Webcam,accessories,midwest,marketplace,5,360.06,1800.30
generated-order-00294,2025-12-30,cust-rand-121,prod-504,Webcam,accessories,southeast,phone_sales,8,410.02,3280.16
generated-order-00295,2026-01-27,cust-rand-065,prod-502,Travel Mug,accessories,north,partner,1,44.94,44.94
generated-order-00296,2025-11-13,cust-rand-241,prod-201,Coffee Maker,home,south,online,3,251.49,754.47
generated-order-00297,2025-04-12,cust-rand-137,prod-501,Backpack,accessories,south,online,5,150.09,750.45
generated-order-00298,2025-05-24,cust-rand-065,prod-403,Bookshelf,furniture,south,physical_store,5,607.33,3036.65
generated-order-00299,2025-10-06,cust-rand-191,prod-103,Portable Projector,electronics,south,online,1,321.75,
generated-order-00300,2026-03-14,cust-rand-092,prod-402,Standing Desk,furniture,north,phone_sales,4,707.72,2830.88
generated-order-00301,2025-10-04,cust-rand-330,prod-401,Office Chair,furniture,south,phone_sales,1,983.29,983.29
generated-order-00302,2026-02-12,cust-rand-044,prod-104,Mechanical Keyboard,electronics,midwest,marketplace,4,186.42,
generated-order-00303,2025-04-28,cust-rand-021,prod-302,Adjustable Dumbbells,fitness,midwest,physical_store,5,442.25,2211.25
generated-order-00304,2025-11-19,cust-rand-176,prod-201,Coffee Maker,home,southeast,partner,7,324.81,2273.67
generated-order-00305,2025-12-11,cust-rand-327,prod-403,Bookshelf,furniture,south,marketplace,3,689.82,2069.46
generated-order-00306,2025-09-24,cust-rand-091,prod-504,Webcam,accessories,north,physical_store,5,441.10,2205.50
generated-order-00307,2025-08-06,cust-rand-301,prod-403,Bookshelf,furniture,north,online,7,679.10,
generated-order-00308,2025-07-17,cust-rand-231,prod-101,Wireless Mouse,electronics,south,partner,6,125.19,751.14
generated-order-00309,2026-01-23,cust-rand-049,prod-205,Vacuum Cleaner,home,northeast,online,8,399.30,3194.40
generated-order-00310,2025-10-19,cust-rand-298,prod-202,Desk Lamp,home,northeast,partner,6,109.95,659.70
generated-order-00311,2025-02-09,cust-rand-081,prod-201,Coffee Maker,home,north,partner,5,302.26,1511.30
generated-order-00312,2025-08-21,cust-rand-048,prod-101,Wireless Mouse,electronics,north,online,6,102.85,617.10
generated-order-00313,2025-10-01,cust-rand-247,prod-104,Mechanical Keyboard,electronics,northeast,physical_store,6,249.41,1496.46
generated-order-00314,2026-03-23,cust-rand-009,prod-203,Air Fryer,home,northeast,marketplace,4,474.68,1898.72
generated-order-00315,2025-08-24,cust-rand-155,prod-203,Air Fryer,home,north,physical_store,1,546.45,
generated-order-00316,2025-01-25,cust-rand-029,prod-203,Air Fryer,home,south,phone_sales,3,441.15,
generated-order-00317,2025-12-04,cust-rand-286,prod-503,Noise Cancelling Headphones,accessories,northeast,marketplace,2,485.53,971.06
generated-order-00318,2025-04-10,cust-rand-038,prod-102,Notebook 14,electronics,south,phone_sales,7,3434.60,24042.20
generated-order-00319,2026-02-17,cust-rand-107,prod-502,Travel Mug,accessories,southeast,phone_sales,8,74.27,594.16
generated-order-00320,2025-06-12,cust-rand-271,prod-203,Air Fryer,home,northeast,phone_sales,4,415.05,1660.20
generated-order-00321,2025-06-02,cust-rand-125,prod-101,Wireless Mouse,electronics,northeast,phone_sales,1,174.99,174.99
generated-order-00322,2026-04-25,cust-rand-303,prod-205,Vacuum Cleaner,home,northeast,physical_store,4,542.22,2168.88
generated-order-00323,2026-03-11,cust-rand-089,prod-101,Wireless Mouse,electronics,north,online,1,73.00,73.00
generated-order-00324,2025-04-06,cust-rand-331,prod-302,Adjustable Dumbbells,fitness,southeast,physical_store,7,275.49,1928.43
generated-order-00325,2025-03-05,cust-rand-288,prod-205,Vacuum Cleaner,home,northeast,marketplace,3,882.96,2648.88
generated-order-00326,2025-11-10,cust-rand-092,prod-103,Portable Projector,electronics,north,phone_sales,6,853.97,5123.82
generated-order-00327,2025-03-19,cust-rand-083,prod-401,Office Chair,furniture,southeast,phone_sales,1,1296.88,1296.88
generated-order-00328,2025-07-25,cust-rand-043,prod-301,Yoga Mat,fitness,north,partner,7,109.19,764.33
generated-order-00329,2026-02-10,cust-rand-253,prod-104,Mechanical Keyboard,electronics,south,physical_store,6,283.47,1700.82
generated-order-00330,2026-02-23,cust-rand-045,prod-303,Protein Blender Bottle,fitness,northeast,online,3,45.26,
generated-order-00331,2025-01-01,cust-rand-181,prod-502,Travel Mug,accessories,south,online,8,51.27,410.16
generated-order-00332,2025-01-07,cust-rand-292,prod-202,Desk Lamp,home,north,online,1,158.76,158.76
generated-order-00333,2025-07-21,cust-rand-141,prod-203,Air Fryer,home,midwest,online,1,675.99,675.99
generated-order-00334,2025-12-04,cust-rand-320,prod-301,Yoga Mat,fitness,north,marketplace,7,104.51,731.57
generated-order-00335,2026-01-23,cust-rand-265,prod-101,Wireless Mouse,electronics,southeast,phone_sales,3,174.86,524.58
generated-order-00336,2026-02-17,cust-rand-028,prod-204,Blender,home,southeast,phone_sales,8,175.96,1407.68
generated-order-00337,2025-08-07,cust-rand-157,prod-201,Coffee Maker,home,north,online,2,357.95,715.90
generated-order-00338,2025-11-27,cust-rand-343,prod-401,Office Chair,furniture,midwest,marketplace,3,605.77,
generated-order-00339,2025-07-02,cust-rand-294,prod-504,Webcam,accessories,north,partner,7,259.02,1813.14
generated-order-00340,2026-04-06,cust-rand-304,prod-205,Vacuum Cleaner,home,south,online,5,582.87,2914.35
generated-order-00341,2026-03-14,cust-rand-079,prod-202,Desk Lamp,home,southeast,partner,3,137.50,412.50
generated-order-00342,2025-10-23,cust-rand-134,prod-101,Wireless Mouse,electronics,south,online,4,123.48,493.92
generated-order-00343,2026-04-24,cust-rand-287,prod-201,Coffee Maker,home,southeast,online,8,282.43,2259.44
generated-order-00344,2025-07-12,cust-rand-181,prod-102,Notebook 14,electronics,southeast,phone_sales,7,3031.78,21222.46
generated-order-00345,2025-08-31,cust-rand-139,prod-301,Yoga Mat,fitness,midwest,marketplace,7,82.96,580.72
generated-order-00346,2025-09-08,cust-rand-154,prod-201,Coffee Maker,home,southeast,partner,3,328.69,986.07
generated-order-00347,2025-01-22,cust-rand-033,prod-403,Bookshelf,furniture,southeast,phone_sales,7,396.64,
generated-order-00348,2025-07-22,cust-rand-011,prod-204,Blender,home,north,online,5,145.72,728.60
generated-order-00349,2026-01-08,cust-rand-179,prod-303,Protein Blender Bottle,fitness,midwest,marketplace,8,40.40,323.20
generated-order-00350,2025-07-18,cust-rand-048,prod-202,Desk Lamp,home,southeast,physical_store,1,121.43,121.43
generated-order-00351,2025-02-09,cust-rand-061,prod-503,Noise Cancelling Headphones,accessories,northeast,partner,3,1137.44,3412.32
generated-order-00352,2025-05-20,cust-rand-088,prod-403,Bookshelf,furniture,northeast,phone_sales,3,213.02,
generated-order-00353,2025-02-06,cust-rand-032,prod-303,Protein Blender Bottle,fitness,north,partner,8,52.49,419.92
generated-order-00354,2026-01-18,cust-rand-282,prod-403,Bookshelf,furniture,north,partner,6,634.77,
generated-order-00355,2026-01-31,cust-rand-202,prod-403,Bookshelf,furniture,northeast,marketplace,2,508.59,1017.18
generated-order-00356,2026-01-07,cust-rand-258,prod-401,Office Chair,furniture,southeast,marketplace,1,1165.30,1165.30
generated-order-00357,2025-02-02,cust-rand-018,prod-104,Mechanical Keyboard,electronics,southeast,phone_sales,6,467.08,2802.48
generated-order-00358,2025-08-16,cust-rand-234,prod-104,Mechanical Keyboard,electronics,midwest,online,2,209.35,418.70
generated-order-00359,2026-03-06,cust-rand-035,prod-504,Webcam,accessories,southeast,physical_store,4,404.07,1616.28
generated-order-00360,2025-01-03,cust-rand-129,prod-303,Protein Blender Bottle,fitness,northeast,phone_sales,8,40.76,326.08
generated-order-00361,2025-09-13,cust-rand-039,prod-301,Yoga Mat,fitness,northeast,partner,7,84.79,593.53
generated-order-00362,2025-07-07,cust-rand-324,prod-402,Standing Desk,furniture,northeast,physical_store,6,712.33,4273.98
generated-order-00363,2025-06-27,cust-rand-065,prod-301,Yoga Mat,fitness,midwest,online,4,56.33,225.32
generated-order-00364,2025-11-07,cust-rand-151,prod-303,Protein Blender Bottle,fitness,north,online,3,28.95,86.85
generated-order-00365,2025-09-26,cust-rand-207,prod-502,Travel Mug,accessories,northeast,physical_store,8,37.85,302.80
generated-order-00366,2025-12-16,cust-rand-211,prod-202,Desk Lamp,home,northeast,physical_store,8,158.30,1266.40
generated-order-00367,2026-03-31,cust-rand-118,prod-402,Standing Desk,furniture,north,physical_store,3,1312.40,
generated-order-00368,2025-08-17,cust-rand-321,prod-501,Backpack,accessories,northeast,phone_sales,3,156.63,469.89
generated-order-00369,2026-04-23,cust-rand-023,prod-401,Office Chair,furniture,north,online,5,788.57,3942.85
generated-order-00370,2025-04-13,cust-rand-180,prod-102,Notebook 14,electronics,southeast,online,1,3527.74,3527.74
generated-order-00371,2025-05-17,cust-rand-246,prod-402,Standing Desk,furniture,northeast,marketplace,8,711.22,5689.76
generated-order-00372,2026-04-11,cust-rand-114,prod-105,Smart Speaker,electronics,southeast,online,7,190.61,
generated-order-00373,2025-12-25,cust-rand-182,prod-101,Wireless Mouse,electronics,south,physical_store,6,105.59,633.54
generated-order-00374,2025-06-03,cust-rand-119,prod-203,Air Fryer,home,northeast,phone_sales,6,441.43,
generated-order-00375,2026-02-15,cust-rand-309,prod-104,Mechanical Keyboard,electronics,south,online,2,446.50,893.00
generated-order-00376,2026-01-09,cust-rand-083,prod-504,Webcam,accessories,southeast,partner,1,437.50,437.50
generated-order-00377,2026-01-05,cust-rand-285,prod-503,Noise Cancelling Headphones,accessories,northeast,partner,2,687.19,1374.38
generated-order-00378,2025-11-26,cust-rand-033,prod-504,Webcam,accessories,southeast,physical_store,2,220.87,441.74
generated-order-00379,2025-06-27,cust-rand-133,prod-501,Backpack,accessories,midwest,online,8,154.58,1236.64
generated-order-00380,2026-02-13,cust-rand-072,prod-401,Office Chair,furniture,south,phone_sales,4,594.71,2378.84
generated-order-00381,2026-01-24,cust-rand-285,prod-202,Desk Lamp,home,southeast,physical_store,8,61.63,493.04
generated-order-00382,2025-11-13,cust-rand-174,prod-205,Vacuum Cleaner,home,south,physical_store,8,587.64,4701.12
generated-order-00383,2025-07-05,cust-rand-174,prod-402,Standing Desk,furniture,south,phone_sales,4,721.44,2885.76
generated-order-00384,2025-02-18,cust-rand-158,prod-202,Desk Lamp,home,midwest,phone_sales,4,107.76,431.04
generated-order-00385,2025-06-09,cust-rand-296,prod-104,Mechanical Keyboard,electronics,north,phone_sales,2,470.79,941.58
generated-order-00386,2025-10-10,cust-rand-304,prod-204,Blender,home,north,phone_sales,2,178.57,357.14
generated-order-00387,2025-08-28,cust-rand-185,prod-504,Webcam,accessories,north,marketplace,3,486.67,1460.01
generated-order-00388,2025-01-03,cust-rand-300,prod-102,Notebook 14,electronics,southeast,phone_sales,4,2221.21,8884.84
generated-order-00389,2025-11-11,cust-rand-179,prod-202,Desk Lamp,home,north,physical_store,6,157.58,
generated-order-00390,2025-02-22,cust-rand-146,prod-204,Blender,home,northeast,partner,1,160.33,160.33
generated-order-00391,2026-03-24,cust-rand-205,prod-101,Wireless Mouse,electronics,south,physical_store,4,59.39,237.56
generated-order-00392,2025-03-07,cust-rand-171,prod-202,Desk Lamp,home,southeast,online,2,75.84,151.68
generated-order-00393,2026-01-29,cust-rand-195,prod-201,Coffee Maker,home,southeast,partner,7,341.88,
generated-order-00394,2025-06-13,cust-rand-259,prod-202,Desk Lamp,home,south,phone_sales,2,104.15,208.30
generated-order-00395,2025-02-13,cust-rand-334,prod-105,Smart Speaker,electronics,midwest,online,6,283.95,1703.70
generated-order-00396,2025-05-03,cust-rand-004,prod-402,Standing Desk,furniture,southeast,phone_sales,7,2143.31,15003.17
generated-order-00397,2025-08-30,cust-rand-021,prod-504,Webcam,accessories,north,physical_store,7,157.65,1103.55
generated-order-00398,2026-02-24,cust-rand-324,prod-502,Travel Mug,accessories,south,online,3,37.64,112.92
generated-order-00399,2025-02-21,cust-rand-299,prod-504,Webcam,accessories,midwest,marketplace,6,362.11,2172.66
generated-order-00400,2025-04-24,cust-rand-264,prod-203,Air Fryer,home,midwest,phone_sales,8,466.45,3731.60
generated-order-00401,2026-01-24,cust-rand-057,prod-501,Backpack,accessories,midwest,online,2,161.87,323.74
generated-order-00402,2026-01-15,cust-rand-334,prod-103,Portable Projector,electronics,midwest,phone_sales,6,655.15,3930.90
generated-order-00403,2026-03-28,cust-rand-168,prod-203,Air Fryer,home,southeast,online,7,413.62,2895.34
generated-order-00404,2025-02-15,cust-rand-038,prod-101,Wireless Mouse,electronics,midwest,online,8,163.95,1311.60
generated-order-00405,2025-08-03,cust-rand-261,prod-501,Backpack,accessories,midwest,online,2,200.68,401.36
generated-order-00406,2025-05-26,cust-rand-244,prod-103,Portable Projector,electronics,midwest,physical_store,2,782.82,
generated-order-00407,2025-03-20,cust-rand-190,prod-401,Office Chair,furniture,midwest,phone_sales,5,547.01,2735.05
generated-order-00408,2025-07-17,cust-rand-155,prod-302,Adjustable Dumbbells,fitness,midwest,physical_store,8,736.97,
generated-order-00409,2025-03-27,cust-rand-047,prod-205,Vacuum Cleaner,home,northeast,partner,6,634.04,3804.24
generated-order-00410,2025-08-29,cust-rand-016,prod-105,Smart Speaker,electronics,midwest,phone_sales,3,283.21,
generated-order-00411,2025-07-05,cust-rand-213,prod-402,Standing Desk,furniture,midwest,partner,1,2090.72,2090.72
generated-order-00412,2025-08-29,cust-rand-225,prod-103,Portable Projector,electronics,southeast,phone_sales,1,320.46,320.46
generated-order-00413,2025-02-01,cust-rand-309,prod-201,Coffee Maker,home,north,physical_store,1,216.04,216.04
generated-order-00414,2025-06-10,cust-rand-001,prod-203,Air Fryer,home,northeast,online,3,521.61,1564.83
generated-order-00415,2025-04-24,cust-rand-057,prod-205,Vacuum Cleaner,home,northeast,phone_sales,3,640.36,
generated-order-00416,2025-12-24,cust-rand-206,prod-501,Backpack,accessories,midwest,phone_sales,4,112.55,450.20
generated-order-00417,2025-03-20,cust-rand-241,prod-104,Mechanical Keyboard,electronics,south,partner,2,308.29,616.58
generated-order-00418,2025-09-01,cust-rand-311,prod-203,Air Fryer,home,south,physical_store,6,392.46,2354.76
generated-order-00419,2025-02-03,cust-rand-187,prod-202,Desk Lamp,home,north,marketplace,8,45.57,364.56
generated-order-00420,2025-08-31,cust-rand-103,prod-402,Standing Desk,furniture,northeast,physical_store,6,1125.15,6750.90
generated-order-00421,2025-09-04,cust-rand-219,prod-205,Vacuum Cleaner,home,south,phone_sales,1,827.97,827.97
generated-order-00422,2025-12-05,cust-rand-082,prod-502,Travel Mug,accessories,southeast,phone_sales,7,73.07,
generated-order-00423,2025-04-08,cust-rand-021,prod-303,Protein Blender Bottle,fitness,southeast,online,5,32.65,163.25
generated-order-00424,2026-04-08,cust-rand-142,prod-403,Bookshelf,furniture,south,phone_sales,7,207.89,
generated-order-00425,2025-07-27,cust-rand-062,prod-203,Air Fryer,home,north,partner,2,360.05,720.10
generated-order-00426,2025-09-16,cust-rand-184,prod-504,Webcam,accessories,midwest,marketplace,6,267.35,
generated-order-00427,2026-03-20,cust-rand-277,prod-403,Bookshelf,furniture,north,online,2,438.44,876.88
generated-order-00428,2025-09-25,cust-rand-197,prod-403,Bookshelf,furniture,south,phone_sales,3,617.56,1852.68
generated-order-00429,2026-01-27,cust-rand-048,prod-301,Yoga Mat,fitness,northeast,partner,7,66.98,468.86
generated-order-00430,2025-02-16,cust-rand-081,prod-503,Noise Cancelling Headphones,accessories,southeast,marketplace,5,819.98,4099.90
generated-order-00431,2025-08-25,cust-rand-264,prod-403,Bookshelf,furniture,south,physical_store,6,292.72,
generated-order-00432,2025-02-26,cust-rand-268,prod-301,Yoga Mat,fitness,southeast,physical_store,5,62.00,310.00
generated-order-00433,2025-05-10,cust-rand-335,prod-102,Notebook 14,electronics,southeast,marketplace,4,3061.23,
generated-order-00434,2025-09-08,cust-rand-252,prod-201,Coffee Maker,home,south,phone_sales,1,343.07,343.07
generated-order-00435,2025-01-09,cust-rand-074,prod-401,Office Chair,furniture,midwest,marketplace,6,1375.01,
generated-order-00436,2025-06-26,cust-rand-260,prod-402,Standing Desk,furniture,northeast,physical_store,5,1164.30,5821.50
generated-order-00437,2025-08-28,cust-rand-065,prod-203,Air Fryer,home,southeast,partner,5,346.07,1730.35
generated-order-00438,2025-10-27,cust-rand-032,prod-102,Notebook 14,electronics,northeast,marketplace,4,2724.73,10898.92
generated-order-00439,2026-04-23,cust-rand-045,prod-403,Bookshelf,furniture,north,physical_store,2,671.51,1343.02
generated-order-00440,2025-10-08,cust-rand-108,prod-201,Coffee Maker,home,southeast,partner,6,158.37,950.22
generated-order-00441,2025-07-27,cust-rand-097,prod-203,Air Fryer,home,south,marketplace,4,535.81,2143.24
generated-order-00442,2025-12-16,cust-rand-298,prod-302,Adjustable Dumbbells,fitness,south,phone_sales,2,620.61,1241.22
generated-order-00443,2025-08-31,cust-rand-138,prod-501,Backpack,accessories,southeast,online,1,229.19,
generated-order-00444,2026-01-31,cust-rand-337,prod-501,Backpack,accessories,southeast,online,2,122.10,244.20
generated-order-00445,2026-03-02,cust-rand-021,prod-303,Protein Blender Bottle,fitness,southeast,online,8,49.58,
generated-order-00446,2026-01-08,cust-rand-013,prod-201,Coffee Maker,home,southeast,partner,5,316.19,
generated-order-00447,2025-10-06,cust-rand-110,prod-501,Backpack,accessories,southeast,online,2,211.63,423.26
generated-order-00448,2026-02-25,cust-rand-206,prod-501,Backpack,accessories,south,physical_store,6,168.22,1009.32
generated-order-00449,2025-04-18,cust-rand-024,prod-403,Bookshelf,furniture,midwest,phone_sales,6,460.14,2760.84
generated-order-00450,2025-07-08,cust-rand-299,prod-402,Standing Desk,furniture,south,online,7,994.93,6964.51
generated-order-00451,2025-06-22,cust-rand-323,prod-501,Backpack,accessories,midwest,phone_sales,1,121.37,121.37
generated-order-00452,2025-11-10,cust-rand-148,prod-504,Webcam,accessories,north,physical_store,7,433.29,3033.03
generated-order-00453,2026-01-04,cust-rand-322,prod-403,Bookshelf,furniture,north,physical_store,1,722.15,722.15
generated-order-00454,2025-08-01,cust-rand-099,prod-204,Blender,home,southeast,phone_sales,4,129.87,519.48
generated-order-00455,2025-07-20,cust-rand-176,prod-504,Webcam,accessories,north,online,7,377.01,2639.07
generated-order-00456,2025-01-24,cust-rand-079,prod-201,Coffee Maker,home,midwest,partner,4,269.29,1077.16
generated-order-00457,2025-08-26,cust-rand-199,prod-103,Portable Projector,electronics,south,marketplace,7,547.64,3833.48
generated-order-00458,2025-03-16,cust-rand-075,prod-101,Wireless Mouse,electronics,midwest,online,2,125.57,251.14
generated-order-00459,2025-06-30,cust-rand-036,prod-104,Mechanical Keyboard,electronics,midwest,marketplace,7,330.24,2311.68
generated-order-00460,2025-10-13,cust-rand-170,prod-105,Smart Speaker,electronics,south,marketplace,8,246.44,1971.52
generated-order-00461,2025-08-20,cust-rand-155,prod-501,Backpack,accessories,northeast,online,3,224.28,
generated-order-00462,2026-04-07,cust-rand-088,prod-403,Bookshelf,furniture,midwest,phone_sales,5,339.91,1699.55
generated-order-00463,2025-12-02,cust-rand-178,prod-105,Smart Speaker,electronics,northeast,physical_store,2,256.49,512.98
generated-order-00464,2025-11-25,cust-rand-149,prod-403,Bookshelf,furniture,north,partner,1,283.58,283.58
generated-order-00465,2026-02-12,cust-rand-003,prod-302,Adjustable Dumbbells,fitness,north,phone_sales,3,496.93,1490.79
generated-order-00466,2025-01-22,cust-rand-162,prod-201,Coffee Maker,home,southeast,marketplace,6,262.40,1574.40
generated-order-00467,2025-11-15,cust-rand-149,prod-302,Adjustable Dumbbells,fitness,north,online,6,404.20,2425.20
generated-order-00468,2026-03-19,cust-rand-234,prod-103,Portable Projector,electronics,northeast,marketplace,4,786.75,
generated-order-00469,2025-05-01,cust-rand-162,prod-502,Travel Mug,accessories,midwest,phone_sales,7,62.47,437.29
generated-order-00470,2025-05-21,cust-rand-166,prod-301,Yoga Mat,fitness,southeast,physical_store,6,134.89,809.34
generated-order-00471,2025-01-10,cust-rand-133,prod-103,Portable Projector,electronics,northeast,online,8,847.08,6776.64
generated-order-00472,2025-03-08,cust-rand-200,prod-303,Protein Blender Bottle,fitness,midwest,marketplace,1,35.57,35.57
generated-order-00473,2025-04-03,cust-rand-304,prod-504,Webcam,accessories,northeast,physical_store,1,240.31,240.31
generated-order-00474,2025-09-05,cust-rand-281,prod-102,Notebook 14,electronics,south,partner,4,2774.84,11099.36
generated-order-00475,2026-04-12,cust-rand-083,prod-204,Blender,home,north,online,4,313.65,1254.60
generated-order-00476,2025-02-28,cust-rand-076,prod-503,Noise Cancelling Headphones,accessories,northeast,physical_store,6,668.97,4013.82
generated-order-00477,2025-10-08,cust-rand-065,prod-403,Bookshelf,furniture,southeast,phone_sales,8,455.90,3647.20
generated-order-00478,2026-01-17,cust-rand-086,prod-403,Bookshelf,furniture,north,marketplace,2,264.96,529.92
generated-order-00479,2026-03-12,cust-rand-089,prod-504,Webcam,accessories,midwest,marketplace,6,185.64,
generated-order-00480,2026-03-14,cust-rand-074,prod-301,Yoga Mat,fitness,northeast,phone_sales,6,82.28,493.68
generated-order-00481,2025-04-05,cust-rand-013,prod-302,Adjustable Dumbbells,fitness,southeast,phone_sales,7,945.39,6617.73
generated-order-00482,2025-05-04,cust-rand-347,prod-204,Blender,home,midwest,phone_sales,5,147.93,739.65
generated-order-00483,2025-05-16,cust-rand-237,prod-403,Bookshelf,furniture,northeast,physical_store,4,677.13,2708.52
generated-order-00484,2026-01-24,cust-rand-019,prod-201,Coffee Maker,home,northeast,physical_store,4,182.63,730.52
generated-order-00485,2025-10-30,cust-rand-121,prod-301,Yoga Mat,fitness,north,phone_sales,3,106.62,
generated-order-00486,2025-07-30,cust-rand-020,prod-302,Adjustable Dumbbells,fitness,midwest,partner,8,632.86,5062.88
generated-order-00487,2026-04-20,cust-rand-283,prod-102,Notebook 14,electronics,northeast,marketplace,3,2237.13,6711.39
generated-order-00488,2025-12-12,cust-rand-017,prod-403,Bookshelf,furniture,north,phone_sales,1,196.15,196.15
